OBJECTID;code;X;Y;workplaceP;;;
1840;1840;1;1;3882,15962;;0;442
1841;1841;1;1;3882,15962;;0;442
1842;1842;1;1;3882,15962;;0;442
1843;1843;1;1;591,8392917;1183,678583;1;443
1844;1844;1;1;591,8392917;;0;443
1845;1845;1;1;11642,66659;46570,66636;1;444
1846;1846;1;1;11642,66659;;0;444
1847;1847;1;1;11642,66659;;0;444
1848;1848;1;1;11642,66659;;0;444
1849;1849;1;1;5646,084367;33876,5062;1;445
1850;1850;1;1;5646,084367;;0;445
1851;1851;1;1;5646,084367;;0;445
1852;1852;1;1;5646,084367;;0;445
1853;1853;1;1;5646,084367;;0;445
1854;1854;1;1;5646,084367;;0;445
1855;1855;1;1;0;0;0;445
1856;1856;1;1;0;;0;445
1857;1857;1;1;5397,912322;10795,82464;1;446
1858;1858;1;1;5397,912322;;0;446
1859;1859;1;1;5368,00162;16104,00486;1;447
1860;1860;1;1;5368,00162;;0;447
1861;1861;1;1;5368,00162;;0;447
1862;1862;1;1;91,45163581;91,45163581;1;448
1863;1863;1;1;1675,753027;31839,30751;1;449
1864;1864;1;1;1675,753027;;0;449
1865;1865;1;1;1675,753027;;0;449
1866;1866;1;1;1675,753027;;0;449
1867;1867;1;1;1675,753027;;0;449
1868;1868;1;1;1675,753027;;0;449
1869;1869;1;1;1675,753027;;0;449
1870;1870;1;1;1675,753027;;0;449
1871;1871;1;1;1675,753027;;0;449
1872;1872;1;1;1675,753027;;0;449
1873;1873;1;1;1675,753027;;0;449
1874;1874;1;1;1675,753027;;0;449
1875;1875;1;1;1675,753027;;0;449
1876;1876;1;1;1675,753027;;0;449
1877;1877;1;1;1675,753027;;0;449
1878;1878;1;1;1675,753027;;0;449
1879;1879;1;1;1675,753027;;0;449
1880;1880;1;1;1675,753027;;0;449
1881;1881;1;1;1675,753027;;0;449
1882;1882;1;1;6472,589428;51780,71542;1;450
1883;1883;1;1;6472,589428;;0;450
1884;1884;1;1;6472,589428;;0;450
1885;1885;1;1;6472,589428;;0;450
1886;1886;1;1;6472,589428;;0;450
1887;1887;1;1;6472,589428;;0;450
1888;1888;1;1;6472,589428;;0;450
1889;1889;1;1;6472,589428;;0;450
1890;1890;1;1;1120,615543;4482,462172;1;451
1891;1891;1;1;1120,615543;;0;451
1892;1892;1;1;1120,615543;;0;451
1893;1893;1;1;1120,615543;;0;451
1894;1894;1;1;3363,770477;3363,770477;1;452
1895;1895;1;1;4808,677375;4808,677375;1;453
